title,date,category,link
"Rasha Morad, MD Agreed to Pay $345,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests",2023-09-01,"Rasha Morad, MD Agreed to Pay $345,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in Exchange for Ordering Durable Medical Equipment and Genetic Tests",https://oig.hhs.gov/fraud/enforcement/rasha-morad-md-agreed-to-pay-345000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-exchange-for-ordering-durable-medical-equipment-and-genetic-tests/
Physician Convicted In $9.5 Million Health Care Fraud Conspiracy To Accept Kickbacks,2023-09-05,Physician Convicted In $9.5 Million Health Care Fraud Conspiracy To Accept Kickbacks,https://oig.hhs.gov/fraud/enforcement/physician-convicted-in-95-million-health-care-fraud-conspiracy-to-accept-kickbacks/
Hearing Aid Dealer Sentenced to 4 Years in Prison for Health Care Fraud,2023-09-06,Hearing Aid Dealer Sentenced to 4 Years in Prison for Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/hearing-aid-dealer-sentenced-to-4-years-in-prison-for-health-care-fraud/
Tennessee Man Pleads Guilty to Failure to Pay Child Support,2023-09-07,Tennessee Man Pleads Guilty to Failure to Pay Child Support,https://oig.hhs.gov/fraud/enforcement/tennessee-man-pleads-guilty-to-failure-to-pay-child-support/
"Missouri Healthcare System Agreed to Pay $619,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Failed to Meet the Standard of Care or Were Medically Unnecessary",2023-09-08,"Missouri Healthcare System Agreed to Pay $619,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Failed to Meet the Standard of Care or Were Medically Unnecessary",https://oig.hhs.gov/fraud/enforcement/missouri-healthcare-system-agreed-to-pay-619000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-failed-to-meet-the-standard-of-care-or-were-medically-unnecessary/
"Elite Medical Transport Agreed to Pay $153,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-09-08,"Elite Medical Transport Agreed to Pay $153,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/elite-medical-transport-agreed-to-pay-153000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Laredo Woman Arrested For Impersonating A Nurse,2023-09-11,Laredo Woman Arrested For Impersonating A Nurse,https://oig.hhs.gov/fraud/enforcement/laredo-woman-arrested-for-impersonating-a-nurse/
Colorado Psychiatry Practice And Owner Agree To Pay $1.9 Million To Settle Allegations Of Fraudulent Billing,2023-09-11,Colorado Psychiatry Practice And Owner Agree To Pay $1.9 Million To Settle Allegations Of Fraudulent Billing,https://oig.hhs.gov/fraud/enforcement/colorado-psychiatry-practice-and-owner-agree-to-pay-19-million-to-settle-allegations-of-fraudulent-billing/
"Caregiver Arrested, Charged in TBI Medicaid Fraud Case",2023-09-11,"Caregiver Arrested, Charged in TBI Medicaid Fraud Case",https://oig.hhs.gov/fraud/enforcement/caregiver-arrested-charged-in-tbi-medicaid-fraud-case/
Westmoreland County Resident Sentenced to 36 Months’ Imprisonment for Conviction of Bank Fraud and Aggravated Identity Theft,2023-09-11,Westmoreland County Resident Sentenced to 36 Months’ Imprisonment for Conviction of Bank Fraud and Aggravated Identity Theft,https://oig.hhs.gov/fraud/enforcement/westmoreland-county-resident-sentenced-to-36-months-imprisonment-for-conviction-of-bank-fraud-and-aggravated-identity-theft/
"Frederick Medical Practice Pays The United States More Than $850,000 To Resolve Claims That It Inappropriately Billed For Medical Services",2023-09-12,"Frederick Medical Practice Pays The United States More Than $850,000 To Resolve Claims That It Inappropriately Billed For Medical Services",https://oig.hhs.gov/fraud/enforcement/frederick-medical-practice-pays-the-united-states-more-than-850000-to-resolve-claims-that-it-inappropriately-billed-for-medical-services/
"KC Daycare Owner Pleads Guilty To $772,000 Fraud Scheme",2023-09-12,"KC Daycare Owner Pleads Guilty To $772,000 Fraud Scheme",https://oig.hhs.gov/fraud/enforcement/kc-daycare-owner-pleads-guilty-to-772000-fraud-scheme/
Dermatology Management Company To Pay $8.9 Million To Resolve Self-Reported False Claims Act Liability,2023-09-13,Dermatology Management Company To Pay $8.9 Million To Resolve Self-Reported False Claims Act Liability,https://oig.hhs.gov/fraud/enforcement/dermatology-management-company-to-pay-89-million-to-resolve-self-reported-false-claims-act-liability/
"U.S. Attorney Announces Charges Against Five Individuals For Over $20 Million Health Care Fraud, Money Laundering, And Kickbacks Scheme",2023-09-13,"U.S. Attorney Announces Charges Against Five Individuals For Over $20 Million Health Care Fraud, Money Laundering, And Kickbacks Scheme",https://oig.hhs.gov/fraud/enforcement/us-attorney-announces-charges-against-five-individuals-for-over-20-million-health-care-fraud-money-laundering-and-kickbacks-scheme/
"Nurse Indicted, Charged in TBI Drug Theft Case",2023-09-14,"Nurse Indicted, Charged in TBI Drug Theft Case",https://oig.hhs.gov/fraud/enforcement/nurse-indicted-charged-in-tbi-drug-theft-case/
"Advanced Garden State Cardiology Agreed to Pay $159,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual and Submitting Claims for Services Provided by an Unlicensed and Excluded Individual",2023-09-14,"Advanced Garden State Cardiology Agreed to Pay $159,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual and Submitting Claims for Services Provided by an Unlicensed and Excluded Individual",https://oig.hhs.gov/fraud/enforcement/advanced-garden-state-cardiology-agreed-to-pay-159000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual-and-submitting-claims-for-services-provided-by-an-unlicensed-and-excluded-individual/
"Pharmacist Convicted for Conspiring to Unlawfully Dispense Over 100,000 Opioid Pills",2023-09-14,"Pharmacist Convicted for Conspiring to Unlawfully Dispense Over 100,000 Opioid Pills",https://oig.hhs.gov/fraud/enforcement/pharmacist-convicted-for-conspiring-to-unlawfully-dispense-over-100000-opioid-pills/
Laboratory Owner Sentenced to 36 Months in Federal Prison for Healthcare Kickback Scheme,2023-09-14,Laboratory Owner Sentenced to 36 Months in Federal Prison for Healthcare Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/laboratory-owner-sentenced-to-36-months-in-federal-prison-for-healthcare-kickback-scheme/
"Former Missouri Doctor Sentenced to 22 Months in Prison for Defrauding Medicare, Medicaid",2023-09-14,"Former Missouri Doctor Sentenced to 22 Months in Prison for Defrauding Medicare, Medicaid",https://oig.hhs.gov/fraud/enforcement/former-missouri-doctor-sentenced-to-22-months-in-prison-for-defrauding-medicare-medicaid/
New Hampshire Doctor Indicted for Unlawfully Distributing Opioids and Benzodiazepines,2023-09-15,New Hampshire Doctor Indicted for Unlawfully Distributing Opioids and Benzodiazepines,https://oig.hhs.gov/fraud/enforcement/new-hampshire-doctor-indicted-for-unlawfully-distributing-opioids-and-benzodiazepines/
"Klaus Peter Rentrop, MD Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims and Paying Improper Remuneration",2023-09-15,"Klaus Peter Rentrop, MD Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims and Paying Improper Remuneration",https://oig.hhs.gov/fraud/enforcement/klaus-peter-rentrop-md-agreed-to-be-excluded-for-five-years-for-allegedly-submitting-false-claims-and-paying-improper-remuneration/
Toxicology Lab Owner Pleads Guilty to Health Care Fraud and Tax Evasion; Lab Officer Pleads Guilty to Health Care Fraud,2023-09-15,Toxicology Lab Owner Pleads Guilty to Health Care Fraud and Tax Evasion; Lab Officer Pleads Guilty to Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/toxicology-lab-owner-pleads-guilty-to-health-care-fraud-and-tax-evasion-lab-officer-pleads-guilty-to-health-care-fraud/
Individual Indicted for Prescription Fraud and Illegal Distribution Scheme,2023-09-15,Individual Indicted for Prescription Fraud and Illegal Distribution Scheme,https://oig.hhs.gov/fraud/enforcement/individual-indicted-for-prescription-fraud-and-illegal-distribution/
Physical Therapist Convicted for Paying Health Care Kickbacks,2023-09-15,Physical Therapist Convicted for Paying Health Care Kickbacks,https://oig.hhs.gov/fraud/enforcement/physical-therapist-convicted-for-paying-health-care-kickbacks/
Individual Indicted For Prescription Fraud And Illegal Distribution Scheme,2023-09-15,Individual Indicted For Prescription Fraud And Illegal Distribution Scheme,https://oig.hhs.gov/fraud/enforcement/individual-indicted-for-prescription-fraud-and-illegal-distribution-scheme/
Attorney General James Secures More Than $3 Million from Health Care Company for Illegal Kickback Scheme,2023-09-18,Attorney General James Secures More Than $3 Million from Health Care Company for Illegal Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-3-million-from-health-care-company-for-illegal-kickback/
Attorney General James Secures More Than $3 Million  from Health Care Company for Illegal Kickback Scheme,2023-09-18,Attorney General James Secures More Than $3 Million  from Health Care Company for Illegal Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-secures-more-than-3-million-from-health-care-company-for-illegal-kickback-scheme/
U.S. Settles False Claims Act Lawsuit Against Cardiologist And His Medical Practice For Paying Millions In Kickbacks For Referrals,2023-09-18,U.S. Settles False Claims Act Lawsuit Against Cardiologist And His Medical Practice For Paying Millions In Kickbacks For Referrals,https://oig.hhs.gov/fraud/enforcement/us-settles-false-claims-act-lawsuit-against-cardiologist-and-his-medical-practice-for-paying-millions-in-kickbacks-for-referrals/
Former Fresno Sleep Clinic Owner Pleads Guilty To Submitting Over $1 Million In Fraudulent Claims For Sleep Studies To Medicare,2023-09-18,Former Fresno Sleep Clinic Owner Pleads Guilty To Submitting Over $1 Million In Fraudulent Claims For Sleep Studies To Medicare,https://oig.hhs.gov/fraud/enforcement/former-fresno-sleep-clinic-owner-pleads-guilty-to-submitting-over-1-million-in-fraudulent-claims-for-sleep-studies-to-medicare/
"Pharmacy Operators And Pharmacist Charged With $33 Million Health Care Fraud, Wire Fraud, And Kickback Conspiracy",2023-09-18,"Pharmacy Operators And Pharmacist Charged With $33 Million Health Care Fraud, Wire Fraud, And Kickback Conspiracy",https://oig.hhs.gov/fraud/enforcement/pharmacy-operators-and-pharmacist-charged-with-33-million-health-care-fraud-wire-fraud-and-kickback-conspiracy/
United States Files False Claims Act Complaint Against Bournewood Health Systems And First Psychiatric Planners,2023-09-18,United States Files False Claims Act Complaint Against Bournewood Health Systems And First Psychiatric Planners,https://oig.hhs.gov/fraud/enforcement/united-states-files-false-claims-act-complaint-against-bournewood-health-systems-and-first-psychiatric-planners/
Caretaker Sentenced in Case of First-Degree Assault and Vulnerable Adult Abuse,2023-09-19,Caretaker Sentenced in Case of First-Degree Assault and Vulnerable Adult Abuse,https://oig.hhs.gov/fraud/enforcement/caretaker-sentenced-in-case-of-first-degree-assault-and-vulnerable-adult-abuse/
Charlotte Behavioral Health Services Provider Is Indicted For Defrauding The South Carolina Medicaid Program And COVID-19 Relief Fraud,2023-09-20,Charlotte Behavioral Health Services Provider Is Indicted For Defrauding The South Carolina Medicaid Program And COVID-19 Relief Fraud,https://oig.hhs.gov/fraud/enforcement/charlotte-behavioral-health-services-provider-is-indicted-for-defrauding-the-south-carolina-medicaid-program-and-covid-19-relief-fraud/
Repeat Offender Sentenced To A Total Of 90 Months In Prison For Money Laundering Of Medicare Fraud Proceeds,2023-09-20,Repeat Offender Sentenced To A Total Of 90 Months In Prison For Money Laundering Of Medicare Fraud Proceeds,https://oig.hhs.gov/fraud/enforcement/repeat-offender-sentenced-to-a-total-of-90-months-in-prison-for-money-laundering-of-medicare-fraud-proceeds/
"Attorney General Bonta Announces $925,000 Settlement with Palm Springs Pharmacy",2023-09-20,"Attorney General Bonta Announces $925,000 Settlement with Palm Springs Pharmacy",https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-announces-925000-settlement-with-palm-springs-pharmacy/
"Attorney General Moody Announces Arrest Of Care Provider For Overbilling More Than $13,000 To Medicaid Program",2023-09-20,"Attorney General Moody Announces Arrest Of Care Provider For Overbilling More Than $13,000 To Medicaid Program",https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrest-of-care-provider-for-overbilling-more-than-13000-to-medicaid-program/
"Brickyard Healthcare – Willow Springs Care Center Agreed to Pay $35,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-09-20,"Brickyard Healthcare – Willow Springs Care Center Agreed to Pay $35,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/brickyard-healthcare-willow-springs-care-center-agreed-to-pay-35000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
A Pain Management Physician Convicted Of Unlawfully Distributing Opioids,2023-09-20,A Pain Management Physician Convicted Of Unlawfully Distributing Opioids,https://oig.hhs.gov/fraud/enforcement/a-pain-management-physician-convicted-of-unlawfully-distributing-opioids/
Chelmsford Couple Pleads Guilty In Connection With Medicaid Fraud Scheme To Exploit The Unhoused,2023-09-21,Chelmsford Couple Pleads Guilty In Connection With Medicaid Fraud Scheme To Exploit The Unhoused,https://oig.hhs.gov/fraud/enforcement/chelmsford-couple-pleads-guilty-in-connection-with-medicaid-fraud-scheme-to-exploit-the/
Chelmsford Couple Pleads Guilty In Connection With Medicaid Fraud Scheme To Exploit The Unhoused,2023-09-21,Chelmsford Couple Pleads Guilty In Connection With Medicaid Fraud Scheme To Exploit The Unhoused,https://oig.hhs.gov/fraud/enforcement/chelmsford-couple-pleads-guilty-in-connection-with-medicaid-fraud-scheme-to-exploit-the-unhoused/
Nurse Practitioner Convicted of $200M Health Care Fraud Scheme,2023-09-21,Nurse Practitioner Convicted of $200M Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/nurse-practitioner-convicted-of-200m-health-care-fraud-scheme/
"Missouri Physicians and Pain Management Practices Agree to Pay Over $650,000 to Settle Kickback Allegations Involving Laboratory Testing",2023-09-21,"Missouri Physicians and Pain Management Practices Agree to Pay Over $650,000 to Settle Kickback Allegations Involving Laboratory Testing",https://oig.hhs.gov/fraud/enforcement/missouri-physicians-and-pain-management-practices-agree-to-pay-over-650000-to-settle-kickback-allegations-involving-laboratory-testing/
Former Montana Department of Public Health and Human Services employee admits stealing money from federal aid programs,2023-09-21,Former Montana Department of Public Health and Human Services employee admits stealing money from federal aid programs,https://oig.hhs.gov/fraud/enforcement/former-montana-department-of-public-health-and-human-services-employee-admits-stealing-money-from-federal-aid-programs/
Queens Physician Settles Health Care Fraud Claims for $1.3 Million and Enters into Integrity Agreement to Ensure Future Compliance,2023-09-21,Queens Physician Settles Health Care Fraud Claims for $1.3 Million and Enters into Integrity Agreement to Ensure Future Compliance,https://oig.hhs.gov/fraud/enforcement/queens-physician-settles-health-care-fraud-claims-for-13-million-and-enters-into-integrity-agreement-to-ensure-future-compliance/
Peggy Borgfeld Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims and Paying Improper Remuneration,2023-09-22,Peggy Borgfeld Agreed to Be Excluded for Five Years for Allegedly Submitting False Claims and Paying Improper Remuneration,https://oig.hhs.gov/fraud/enforcement/peggy-borgfeld-agreed-to-be-excluded-for-five-years-for-allegedly-submitting-false-claims-and-paying-improper-remuneration/
Former Railroad Employee Sentenced To Two And A Half Years In Federal Prison For Fraudulently Obtaining Disability Benefits,2023-09-22,Former Railroad Employee Sentenced To Two And A Half Years In Federal Prison For Fraudulently Obtaining Disability Benefits,https://oig.hhs.gov/fraud/enforcement/former-railroad-employee-sentenced-to-two-and-a-half-years-in-federal-prison-for-fraudulently-obtaining-disability-benefits/
Virginia Medical Equipment Provider Ordered To Pay $12 M In Medicare Fraud Scheme As Civil Penalty,2023-09-22,Virginia Medical Equipment Provider Ordered To Pay $12 M In Medicare Fraud Scheme As Civil Penalty,https://oig.hhs.gov/fraud/enforcement/virginia-medical-equipment-provider-ordered-to-pay-12-m-in-medicare-fraud-scheme-as-civil-penalty/
TennCare Fraud Investigation Leads To Indictment Of Campbell County Woman,2023-09-25,TennCare Fraud Investigation Leads To Indictment Of Campbell County Woman,https://oig.hhs.gov/fraud/enforcement/tenncare-fraud-investigation-leads-to-indictment-of-campbell-county-woman/
Man Pleads Guilty to Illegally Distributing Over $16M of Adulterated HIV Medication,2023-09-25,Man Pleads Guilty to Illegally Distributing Over $16M of Adulterated HIV Medication,https://oig.hhs.gov/fraud/enforcement/man-pleads-guilty-to-illegally-distributing-over-16m-of-adulterated-hiv-medication/
United States Obtains More Than $370 Million In Judgments Against Kentucky Businessman And His Companies For Laboratory Testing Scheme That Targeted Medicare,2023-09-26,United States Obtains More Than $370 Million In Judgments Against Kentucky Businessman And His Companies For Laboratory Testing Scheme That Targeted Medicare,https://oig.hhs.gov/fraud/enforcement/united-states-obtains-more-than-370-million-in-judgments-against-kentucky-businessman-and-his-companies-for-laboratory-testing-scheme-that-targeted-medicare/
Physician And Two Pharmacists Charged For $170M Fraud Scheme,2023-09-26,Physician And Two Pharmacists Charged For $170M Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/physician-and-two-pharmacists-charged-for-170m-fraud-scheme/
Charlotte Doctor Is Found Guilty Of Making False Statements In Connection With $5 Million Durable Medical Equipment Scheme,2023-09-26,Charlotte Doctor Is Found Guilty Of Making False Statements In Connection With $5 Million Durable Medical Equipment Scheme,https://oig.hhs.gov/fraud/enforcement/charlotte-doctor-is-found-guilty-of-making-false-statements-in-connection-with-5-million-durable-medical-equipment-scheme/
"Robison Medical Resource Group and Gifted Nurses Agreed to Pay $934,000 to Resolve Self-Reported False Claims Liability in Connection with Small Business Contracts",2023-09-27,"Robison Medical Resource Group and Gifted Nurses Agreed to Pay $934,000 to Resolve Self-Reported False Claims Liability in Connection with Small Business Contracts",https://oig.hhs.gov/fraud/enforcement/robison-medical-resource-group-and-gifted-nurses-agreed-to-pay-934000-to-resolve-self-reported-false-claims-liability-in-connection-with-small-business-contracts/
Owner Of Telemedicine Companies Pleads Guilty To $44 Million Medicare Fraud Scheme,2023-09-27,Owner Of Telemedicine Companies Pleads Guilty To $44 Million Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/owner-of-telemedicine-companies-pleads-guilty-to-44-million-medicare-fraud-scheme/
Owner Of Home Health Company Convicted Of $2.8M Medicare Fraud Scheme,2023-09-27,Owner Of Home Health Company Convicted Of $2.8M Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/owner-of-home-health-company-convicted-of-28m-medicare-fraud-scheme/
Hospice Medical Director Sentenced For $150M Hospice Fraud Scheme,2023-09-27,Hospice Medical Director Sentenced For $150M Hospice Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/hospice-medical-director-sentenced-for-150m-hospice-fraud-scheme/
Nurse Impostor Charged In Multi-Count Federal Indictment,2023-09-27,Nurse Impostor Charged In Multi-Count Federal Indictment,https://oig.hhs.gov/fraud/enforcement/nurse-impostor-charged-in-multi-count-federal-indictment/
"Toledo Couple Who Operated Clinic Sentenced For Mail, Wire, And Health Care Fraud",2023-09-27,"Toledo Couple Who Operated Clinic Sentenced For Mail, Wire, And Health Care Fraud",https://oig.hhs.gov/fraud/enforcement/toledo-couple-who-operated-clinic-sentenced-for-mail-wire-and-health-care-fraud/
Carr: Child Behavioral Health Counselor Convicted Of Medicaid Fraud,2023-09-28,Carr: Child Behavioral Health Counselor Convicted Of Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/carr-child-behavioral-health-counselor-convicted-of-medicaid-fraud/
"Baptist Medical Center South Agreed to Pay $131,000 for Allegedly Violating the Civil Monetary Penalties Law for Knowingly Retaining Overpayments",2023-09-28,"Baptist Medical Center South Agreed to Pay $131,000 for Allegedly Violating the Civil Monetary Penalties Law for Knowingly Retaining Overpayments",https://oig.hhs.gov/fraud/enforcement/baptist-medical-center-south-agreed-to-pay-131000-for-allegedly-violating-the-civil-monetary-penalties-law-for-knowingly-retaining-overpayments/
Hospice Medical Director Sentenced For $150 Million Hospice Fraud Scheme,2023-09-28,Hospice Medical Director Sentenced For $150 Million Hospice Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/hospice-medical-director-sentenced-for-150-million-hospice-fraud-scheme/
Orange County Doctor Of Osteopathy Indicted In Quarter Billion Dollar Fraud Targeting Pandemic Program For Uninsured Patients,2023-09-28,Orange County Doctor Of Osteopathy Indicted In Quarter Billion Dollar Fraud Targeting Pandemic Program For Uninsured Patients,https://oig.hhs.gov/fraud/enforcement/orange-county-doctor-of-osteopathy-indicted-in-quarter-billion-dollar-fraud-targeting-pandemic-program-for-uninsured-patients/
Behavioral Services Healthcare Provider and its Owner Settle False Claims Act Allegations,2023-09-29,Behavioral Services Healthcare Provider and its Owner Settle False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/behavioral-services-healthcare-provider-and-its-owner-settle-false-claims-act-allegations/
Federal Jury Convicts Helena Woman Of Lying About Income To Receive Government Assistance Benefits,2023-09-29,Federal Jury Convicts Helena Woman Of Lying About Income To Receive Government Assistance Benefits,https://oig.hhs.gov/fraud/enforcement/federal-jury-convicts-helena-woman-of-lying-about-income-to-receive-government-assistance-benefits/
"South Carolina Physician and Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations",2023-09-29,"South Carolina Physician and Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations",https://oig.hhs.gov/fraud/enforcement/south-carolina-physician-and-nephrology-practice-agree-to-pay-over-585000-to-settle-laboratory-kickback-allegations/
Former Chief Operating Officer of Area Pain Clinics Indicted,2023-09-29,Former Chief Operating Officer of Area Pain Clinics Indicted,https://oig.hhs.gov/fraud/enforcement/former-chief-operating-officer-of-area-pain-clinics-indicted/
Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,2023-09-30,Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/cigna-group-to-pay-172-million-to-resolve-false-claims-act-allegations/
United States Reaches $37 Million Settlement Of Fraud Lawsuit Against Cigna For Submitting False And Invalid Diagnosis Codes To Artificially Inflate Its Medicare Advantage Payments,2023-09-30,United States Reaches $37 Million Settlement Of Fraud Lawsuit Against Cigna For Submitting False And Invalid Diagnosis Codes To Artificially Inflate Its Medicare Advantage Payments,https://oig.hhs.gov/fraud/enforcement/united-states-reaches-37-million-settlement-of-fraud-lawsuit-against-cigna-for-submitting-false-and-invalid-diagnosis-codes-to-artificially-inflate-its-medicare-advantage-payments/
Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,2023-09-30,Cigna Group to Pay $172 Million to Resolve False Claims Act Allegations,https://oig.hhs.gov/fraud/enforcement/cigna-group-to-pay-172-million-to-resolve-false-claims-act/
"Attorney General Moody Announces Arrests Of Miami Health Care Workers For Paying Kickbacks Resulting In More Than $100,000 In Medicaid Fraud",2023-10-02,"Attorney General Moody Announces Arrests Of Miami Health Care Workers For Paying Kickbacks Resulting In More Than $100,000 In Medicaid Fraud",https://oig.hhs.gov/fraud/enforcement/attorney-general-moody-announces-arrests-of-miami-health-care-workers-for-paying-kickbacks-resulting-in-more-than-100000-in-medicaid-fraud/
"United States Settles Kickback Allegations with BioTek reMEDys Inc., Chaitanya Gadde and Dr. David Tabby",2023-10-02,"United States Settles Kickback Allegations with BioTek reMEDys Inc., Chaitanya Gadde and Dr. David Tabby",https://oig.hhs.gov/fraud/enforcement/united-states-settles-kickback-allegations-with-biotek-remedys-inc-chaitanya-gadde-and-dr-david-tabby/
Genomic Health Inc. Agrees to Pay $32.5 Million to Resolve Allegations Relating to the Submission of False Claims for Genetic Cancer Screening Tests,2023-10-02,Genomic Health Inc. Agrees to Pay $32.5 Million to Resolve Allegations Relating to the Submission of False Claims for Genetic Cancer Screening Tests,https://oig.hhs.gov/fraud/enforcement/genomic-health-inc-agrees-to-pay-325-million-to-resolve-allegations-relating-to-the-submission-of-false-claims-for-genetic-cancer-screening-tests/
"South Carolina Physician & Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations",2023-10-02,"South Carolina Physician & Nephrology Practice Agree to Pay Over $585,000 to Settle Laboratory Kickback Allegations",https://oig.hhs.gov/fraud/enforcement/south-carolina-physician-nephrology-practice-agree-to-pay-over-585000-to-settle-laboratory-kickback-allegations/
"Hoag Clinic Agreed to Pay $204,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Not Medically Necessary or Incorrectly Billed",2023-10-03,"Hoag Clinic Agreed to Pay $204,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services that Were Not Medically Necessary or Incorrectly Billed",https://oig.hhs.gov/fraud/enforcement/hoag-clinic-agreed-to-pay-204000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-that-were-not-medically-necessary-or-incorrectly-billed/
Owners of Mobile Phlebotomy Company Each Sentenced to 15 Months in Prison for Medicare Fraud,2023-10-03,Owners of Mobile Phlebotomy Company Each Sentenced to 15 Months in Prison for Medicare Fraud,https://oig.hhs.gov/fraud/enforcement/owners-of-mobile-phlebotomy-company-each-sentenced-to-15-months-in-prison-for-medicare-fraud/
Convicted Lab Owner Ordered To Forfeit Over $187 Million In Health Care Fraud Proceeds,2023-10-03,Convicted Lab Owner Ordered To Forfeit Over $187 Million In Health Care Fraud Proceeds,https://oig.hhs.gov/fraud/enforcement/convicted-lab-owner-ordered-to-forfeit-over-187-million-in-health-care-fraud-proceeds/
"Salemtowne Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2023-10-03,"Salemtowne Agreed to Pay $10,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/salemtowne-agreed-to-pay-10000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Attorney General James Sues Fresenius Vascular Care For Subjecting Vulnerable Patients To Unnecessary Surgeries,2023-10-03,Attorney General James Sues Fresenius Vascular Care For Subjecting Vulnerable Patients To Unnecessary Surgeries,https://oig.hhs.gov/fraud/enforcement/attorney-general-james-sues-fresenius-vascular-care-for-subjecting-vulnerable-patients-to-unnecessary-surgeries/
Three Individuals Convicted In $93M Home Health Fraud And Money Laundering Scheme,2023-10-03,Three Individuals Convicted In $93M Home Health Fraud And Money Laundering Scheme,https://oig.hhs.gov/fraud/enforcement/three-individuals-convicted-in-93m-home-health-fraud-and-money-laundering-scheme/
AG Platkin Sues Fresenius Vascular Care After Vulnerable Kidney Dialysis Patients Are Allegedly Subjected to Unnecessary Surgeries in Fraud Scheme,2023-10-04,AG Platkin Sues Fresenius Vascular Care After Vulnerable Kidney Dialysis Patients Are Allegedly Subjected to Unnecessary Surgeries in Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/ag-platkin-sues-fresenius-vascular-care-after-vulnerable-kidney-dialysis-patients-are-allegedly-subjected-to-unnecessary-surgeries-in-fraud-scheme/
Imperial County Dentist and Former Office Manager Plead Guilty in Multi-Million Dollar Medicare Fraud,2023-10-04,Imperial County Dentist and Former Office Manager Plead Guilty in Multi-Million Dollar Medicare Fraud,https://oig.hhs.gov/fraud/enforcement/imperial-county-dentist-and-former-office-manager-plead-guilty-in-multi-million-dollar-medicare-fraud/
