title,date,category,link
Santa Paula Doctor Sentenced To 2 Years In Federal Prison For Role In Hospice Fraud That Bilked Medicare Out Of $3.2 Million,2024-12-16,Santa Paula Doctor Sentenced To 2 Years In Federal Prison For Role In Hospice Fraud That Bilked Medicare Out Of $3.2 Million,https://oig.hhs.gov/fraud/enforcement/santa-paula-doctor-sentenced-to-2-years-in-federal-prison-for-role-in-hospice-fraud-that-bilked-medicare-out-of-32-million/
"Additional Charges Brought Against Boston Dental Manager, Including Prescription And Credit Card Fraud",2024-12-16,"Additional Charges Brought Against Boston Dental Manager, Including Prescription And Credit Card Fraud",https://oig.hhs.gov/fraud/enforcement/additional-charges-brought-against-boston-dental-manager-including-prescription-and-credit-card-fraud/
Attorney General Ford Announces Sentencing of Las Vegas Woman for Medicaid Fraud,2024-12-16,Attorney General Ford Announces Sentencing of Las Vegas Woman for Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-ford-announces-sentencing-of-las-vegas-woman-for-medicaid-fraud/
Attorney General Bonta Secures Sentencing In Riverside Elder Abuse Case,2024-12-16,Attorney General Bonta Secures Sentencing In Riverside Elder Abuse Case,https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-secures-sentencing-in-riverside-elder-abuse-case/
"Piedmont Eastside Hospital Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-12-17,"Piedmont Eastside Hospital Agreed to Pay $21,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/piedmont-eastside-hospital-agreed-to-pay-21000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Lexington Doctor Sentenced For Engaging In International Money Laundering Scheme And Importing Illegal And Misbranded Drugs,2024-12-17,Lexington Doctor Sentenced For Engaging In International Money Laundering Scheme And Importing Illegal And Misbranded Drugs,https://oig.hhs.gov/fraud/enforcement/lexington-doctor-sentenced-for-engaging-in-international-money-laundering-scheme-and-importing-illegal-and-misbranded-drugs/
"Redlands Christian Migrant Association Agreed to Pay $585,000 for Allegedly Violating the Civil Monetary Penalties Law by Backdating Invoices and Improperly Charging Expenses to HHS Grants",2024-12-17,"Redlands Christian Migrant Association Agreed to Pay $585,000 for Allegedly Violating the Civil Monetary Penalties Law by Backdating Invoices and Improperly Charging Expenses to HHS Grants",https://oig.hhs.gov/fraud/enforcement/redlands-christian-migrant-association-agreed-to-pay-585000-for-allegedly-violating-the-civil-monetary-penalties-law-by-backdating-invoices-and-improperly-charging-expenses-to-hhs-grants/
"Hakop Oganyan, MD and Holy Medical Center Agreed to Pay $627,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Bundled Services that Included Drugs that Were Not Purchased",2024-12-17,"Hakop Oganyan, MD and Holy Medical Center Agreed to Pay $627,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Bundled Services that Included Drugs that Were Not Purchased",https://oig.hhs.gov/fraud/enforcement/hakop-oganyan-md-and-holy-medical-center-agreed-to-pay-627000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-bundled-services-that-included-drugs-that-were-not-purchased/
"Conservatory of Hope, Amber Galbraith, and Heath Lewis Agreed to Be Excluded for 35 Years for Allegedly Submitting False Claims",2024-12-17,"Conservatory of Hope, Amber Galbraith, and Heath Lewis Agreed to Be Excluded for 35 Years for Allegedly Submitting False Claims",https://oig.hhs.gov/fraud/enforcement/conservatory-of-hope-amber-galbraith-and-heath-lewis-agreed-to-be-excluded-for-35-years-for-allegedly-submitting-false-claims/
"Tampa General Hospital Agreed to Pay $442,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed and Unqualified Individual",2024-12-17,"Tampa General Hospital Agreed to Pay $442,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed and Unqualified Individual",https://oig.hhs.gov/fraud/enforcement/tampa-general-hospital-agreed-to-pay-442000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-and-unqualified-individual/
Attorney General Miyares Announces Charges In Elder Abuse Investigation,2024-12-18,Attorney General Miyares Announces Charges In Elder Abuse Investigation,https://oig.hhs.gov/fraud/enforcement/attorney-general-miyares-announces-charges-in-elder-abuse-investigation/
"The Endoscopy Center Agreed to Pay $1.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of Supplies, Equipment, and Insurance Reimbursement",2024-12-18,"The Endoscopy Center Agreed to Pay $1.3 Million for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of Supplies, Equipment, and Insurance Reimbursement",https://oig.hhs.gov/fraud/enforcement/the-endoscopy-center-agreed-to-pay-13-million-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-the-form-of-supplies-equipment-and-insurance-reimbursement/
"Brookside Medical Home Visits Agreed to Pay $167,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of Rebates",2024-12-18,"Brookside Medical Home Visits Agreed to Pay $167,000 for Allegedly Violating the Civil Monetary Penalties Law by Receiving Remuneration in the Form of Rebates",https://oig.hhs.gov/fraud/enforcement/brookside-medical-home-visits-agreed-to-pay-167000-for-allegedly-violating-the-civil-monetary-penalties-law-by-receiving-remuneration-in-the-form-of-rebates/
Justice Department Files Nationwide Lawsuit Alleging CVS Knowingly Dispensed Controlled Substances In Violation Of The Controlled Substances Act And The False Claims Act,2024-12-18,Justice Department Files Nationwide Lawsuit Alleging CVS Knowingly Dispensed Controlled Substances In Violation Of The Controlled Substances Act And The False Claims Act,https://oig.hhs.gov/fraud/enforcement/justice-department-files-nationwide-lawsuit-alleging-cvs-knowingly-dispensed-controlled-substances-in-violation-of-the-controlled-substances-act-and-the-false-claims-act/
Former Doctor And Her Wife Sentenced For Fraud And Other Crimes,2024-12-19,Former Doctor And Her Wife Sentenced For Fraud And Other Crimes,https://oig.hhs.gov/fraud/enforcement/former-doctor-and-her-wife-sentenced-for-fraud-and-other-crimes/
Three Indicted In Medicaid Fraud Conspiracy Scheme,2024-12-19,Three Indicted In Medicaid Fraud Conspiracy Scheme,https://oig.hhs.gov/fraud/enforcement/three-indicted-in-medicaid-fraud-conspiracy-scheme/
AG Campbell Announces $2 Million Settlement With SaVida Health To Resolve Allegations Of False Billing To MassHealth,2024-12-19,AG Campbell Announces $2 Million Settlement With SaVida Health To Resolve Allegations Of False Billing To MassHealth,https://oig.hhs.gov/fraud/enforcement/ag-campbell-announces-2-million-settlement-with-savida-health-to-resolve-allegations-of-false-billing-to-masshealth/
Attorney General Alan Wilson Announces Upstate Man Charged With Stealing From Nursing Home Resident,2024-12-19,Attorney General Alan Wilson Announces Upstate Man Charged With Stealing From Nursing Home Resident,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-upstate-man-charged-with-stealing-from-nursing-home-resident/
"Norton Clark Hospital Agreed to Pay $768,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physicians in the Form of Office Expenses",2024-12-19,"Norton Clark Hospital Agreed to Pay $768,000 for Allegedly Violating the Civil Monetary Penalties Law by Paying Remuneration to Physicians in the Form of Office Expenses",https://oig.hhs.gov/fraud/enforcement/norton-clark-hospital-agreed-to-pay-768000-for-allegedly-violating-the-civil-monetary-penalties-law-by-paying-remuneration-to-physicians-in-the-form-of-office-expenses/
Nine Charged In $20 Million Medicaid/Medicare Fraud Scheme Perpetrated At South Philadelphia Pharmacy,2024-12-19,Nine Charged In $20 Million Medicaid/Medicare Fraud Scheme Perpetrated At South Philadelphia Pharmacy,https://oig.hhs.gov/fraud/enforcement/nine-charged-in-20-million-medicaidmedicare-fraud-scheme-perpetrated-at-south-philadelphia-pharmacy/
CASE UPDATE: Philadelphia Man’s Caregivers — His Mother and Sister — Jailed for Neglect That Caused Critical Care Hospitalization,2024-12-20,CASE UPDATE: Philadelphia Man’s Caregivers — His Mother and Sister — Jailed for Neglect That Caused Critical Care Hospitalization,https://oig.hhs.gov/fraud/enforcement/case-update-philadelphia-mans-caregivers-his-mother-and-sister-jailed-for-neglect-that-caused-critical-care-hospitalization/
Attorney General Ellison praises indictment of Evergreen Recovery leaders for Medicaid fraud,2024-12-20,Attorney General Ellison praises indictment of Evergreen Recovery leaders for Medicaid fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-ellison-praises-indictment-of-evergreen-recovery-leaders-for-medicaid-fraud/
Sixteen Cardiology Practices to Pay a Total of $17.7M to Resolve False Claims Act Allegations Concerning Inflated Medicare Reimbursements,2024-12-20,Sixteen Cardiology Practices to Pay a Total of $17.7M to Resolve False Claims Act Allegations Concerning Inflated Medicare Reimbursements,https://oig.hhs.gov/fraud/enforcement/sixteen-cardiology-practices-to-pay-a-total-of-177m-to-resolve-false-claims-act-allegations-concerning-inflated-medicare-reimbursements/
Medicare Advantage Provider Independent Health to Pay Up To $98M to Settle False Claims Act Suit,2024-12-20,Medicare Advantage Provider Independent Health to Pay Up To $98M to Settle False Claims Act Suit,https://oig.hhs.gov/fraud/enforcement/medicare-advantage-provider-independent-health-to-pay-up-to-98m-to-settle-false-claims-act-suit/
Physician Resolves Allegations Of Improper Prescribing Practices Involving Controlled Substances,2024-12-20,Physician Resolves Allegations Of Improper Prescribing Practices Involving Controlled Substances,https://oig.hhs.gov/fraud/enforcement/physician-resolves-allegations-of-improper-prescribing-practices-involving-controlled-substances/
Rapid Health Agrees to Pay $8.2M for Allegedly Billing Medicare for Over-the-Counter COVID-19 Tests That Were Not Provided to Beneficiaries,2024-12-20,Rapid Health Agrees to Pay $8.2M for Allegedly Billing Medicare for Over-the-Counter COVID-19 Tests That Were Not Provided to Beneficiaries,https://oig.hhs.gov/fraud/enforcement/rapid-health-agrees-to-pay-82m-for-allegedly-billing-medicare-for-over-the-counter-covid-19-tests-that-were-not-provided-to-beneficiaries/
"MMM Holdings, LLC Agrees to Pay 15.2 Million Dollars to Resolve Allegations that it Violated the False Claims Act and Anti-Kickback Statute",2024-12-23,"MMM Holdings, LLC Agrees to Pay 15.2 Million Dollars to Resolve Allegations that it Violated the False Claims Act and Anti-Kickback Statute",https://oig.hhs.gov/fraud/enforcement/mmm-holdings-llc-agrees-to-pay-152-million-dollars-to-resolve-allegations-that-it-violated-the-false-claims-act-and-anti-kickback-statute/
Inform Diagnostics Agrees to Pay $2.9 Million to Resolve Potential False Claims Act Liability for Self-Reported Violations,2024-12-23,Inform Diagnostics Agrees to Pay $2.9 Million to Resolve Potential False Claims Act Liability for Self-Reported Violations,https://oig.hhs.gov/fraud/enforcement/inform-diagnostics-agrees-to-pay-29-million-to-resolve-potential-false-claims-act-liability-for-self-reported-violations/
Food City Agrees to Pay over $8M to Settle False Claims Act Allegations Related to Opioid Dispensing,2024-12-23,Food City Agrees to Pay over $8M to Settle False Claims Act Allegations Related to Opioid Dispensing,https://oig.hhs.gov/fraud/enforcement/food-city-agrees-to-pay-over-8m-to-settle-false-claims-act-allegations-related-to-opioid-dispensing/
"Santiam Memorial Hospital Agreed to Pay $460,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Transportation Services without the Required Beneficiary Signatures",2024-12-23,"Santiam Memorial Hospital Agreed to Pay $460,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Transportation Services without the Required Beneficiary Signatures",https://oig.hhs.gov/fraud/enforcement/santiam-memorial-hospital-agreed-to-pay-460000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-transportation-services-without-the-required-beneficiary-signatures/
Attorney General Brown Announces Sentencing of Caregiver for Assault of a Vulnerable Adult Captured on Security Camera Footage,2024-12-23,Attorney General Brown Announces Sentencing of Caregiver for Assault of a Vulnerable Adult Captured on Security Camera Footage,https://oig.hhs.gov/fraud/enforcement/attorney-general-brown-announces-sentencing-of-caregiver-for-assault-of-a-vulnerable-adult-captured-on-security-camera-footage/
Jamestown Pharmacist Arrested and Charged with Health Care Fraud and Aggravated Identity Theft in a Multi-Million Dollar Health Care Fraud Scheme,2024-12-23,Jamestown Pharmacist Arrested and Charged with Health Care Fraud and Aggravated Identity Theft in a Multi-Million Dollar Health Care Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/jamestown-pharmacist-arrested-and-charged-with-health-care-fraud-and-aggravated-identity-theft-in-a-multi-million-dollar-health-care-fraud-scheme/
"Southern California-Based Clinics, Laboratory and Their Owners to Pay $10M for False Claims Arising from Kickbacks and Self-Referrals",2024-12-26,"Southern California-Based Clinics, Laboratory and Their Owners to Pay $10M for False Claims Arising from Kickbacks and Self-Referrals",https://oig.hhs.gov/fraud/enforcement/southern-california-based-clinics-laboratory-and-their-owners-to-pay-10m-for-false-claims-arising-from-kickbacks-and-self-referrals/
"Golder Ranch Fire District Agreed to Pay $41,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-12-30,"Golder Ranch Fire District Agreed to Pay $41,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/golder-ranch-fire-district-agreed-to-pay-41000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Central Home Health Care Agreed to Pay $29,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2024-12-30,"Central Home Health Care Agreed to Pay $29,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/central-home-health-care-agreed-to-pay-29000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
"Cardiology Clinic and Physician Pay $270,000 to Settle Allegations of Submitting False Claims to Medicare and TRICARE",2024-12-30,"Cardiology Clinic and Physician Pay $270,000 to Settle Allegations of Submitting False Claims to Medicare and TRICARE",https://oig.hhs.gov/fraud/enforcement/cardiology-clinic-and-physician-pay-270000-to-settle-allegations-of-submitting-false-claims-to-medicare-and-tricare/
"Sharp Healthcare Agreed to Pay $153,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2024-12-30,"Sharp Healthcare Agreed to Pay $153,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/sharp-healthcare-agreed-to-pay-153000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
"NormaTec Industries Agreed to Pay $198,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for DME Supported by Fabricated Medical Records",2024-12-30,"NormaTec Industries Agreed to Pay $198,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for DME Supported by Fabricated Medical Records",https://oig.hhs.gov/fraud/enforcement/normatec-industries-agreed-to-pay-198000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-dme-supported-by-fabricated-medical-records/
Martinsville Doctor Convicted on 467 Federal Counts of Drug Distribution,2024-12-31,Martinsville Doctor Convicted on 467 Federal Counts of Drug Distribution,https://oig.hhs.gov/fraud/enforcement/martinsville-doctor-convicted-on-467-federal-counts-of-drug-distribution/
Falanda Shelton Agreed to Be Excluded for 7 Years for Allegedly Paying Improper Remuneration,2024-12-31,Falanda Shelton Agreed to Be Excluded for 7 Years for Allegedly Paying Improper Remuneration,https://oig.hhs.gov/fraud/enforcement/falanda-shelton-agreed-to-be-excluded-for-7-years-for-allegedly-paying-improper-remuneration/
New Haven Psychiatrist to Pay More Than $450K to Settle False Claims Act and Controlled Substances Act Allegations,2025-01-02,New Haven Psychiatrist to Pay More Than $450K to Settle False Claims Act and Controlled Substances Act Allegations,https://oig.hhs.gov/fraud/enforcement/new-haven-psychiatrist-to-pay-more-than-450k-to-settle-false-claims-act-and-controlled-substances-act-allegations/
"LabCorp and University Health System Agree To Pay $388,667 To Resolve Alleged False Claims Act Violations",2025-01-02,"LabCorp and University Health System Agree To Pay $388,667 To Resolve Alleged False Claims Act Violations",https://oig.hhs.gov/fraud/enforcement/labcorp-and-university-health-system-agree-to-pay-388667-to-resolve-alleged-false-claims-act-violations/
"Attorney General Bonta Combats Medi-Cal Fraud, Securing a $10 Million Settlement Against Southern California Provider",2025-01-02,"Attorney General Bonta Combats Medi-Cal Fraud, Securing a $10 Million Settlement Against Southern California Provider",https://oig.hhs.gov/fraud/enforcement/attorney-general-bonta-combats-medi-cal-fraud-securing-a-10-million-settlement-against-southern-california-provider/
Attorney General Tong Announces New Haven Psychiatrist to Pay More Than 450K to Settle False Claims and Controlled Substances Act,2025-01-02,Attorney General Tong Announces New Haven Psychiatrist to Pay More Than 450K to Settle False Claims and Controlled Substances Act,https://oig.hhs.gov/fraud/enforcement/attorney-general-tong-announces-new-haven-psychiatrist-to-pay-more-than-450k-to-settle-false-claims-and-controlled-substances-act/
"Virginia Beach doctor agrees to $625,000 False Claims Act settlement",2025-01-02,"Virginia Beach doctor agrees to $625,000 False Claims Act settlement",https://oig.hhs.gov/fraud/enforcement/virginia-beach-doctor-agrees-to-625000-false-claims-act-settlement/
Physicians Toxicology Laboratory And Its Owners To Pay $4.425 Million To Settle Allegations Of Unnecessary Drug Testing,2025-01-03,Physicians Toxicology Laboratory And Its Owners To Pay $4.425 Million To Settle Allegations Of Unnecessary Drug Testing,https://oig.hhs.gov/fraud/enforcement/physicians-toxicology-laboratory-and-its-owners-to-pay-4425-million-to-settle-allegations-of-unnecessary-drug-testing/
"Telehealth Company Pays $386,000 to Resolve Allegations of Overbilling for Medicare Telehealth Time",2025-01-03,"Telehealth Company Pays $386,000 to Resolve Allegations of Overbilling for Medicare Telehealth Time",https://oig.hhs.gov/fraud/enforcement/telehealth-company-pays-386000-to-resolve-allegations-of-overbilling-for-medicare-telehealth-time/
Operations Manager Pleads Guilty to Kickback Scheme,2025-01-03,Operations Manager Pleads Guilty to Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/operations-manager-pleads-guilty-to-kickback-scheme/
Attorney General Alan Wilson Announces Camden Woman Charged With Stealing Thousands From Vulnerable Adult,2025-01-06,Attorney General Alan Wilson Announces Camden Woman Charged With Stealing Thousands From Vulnerable Adult,https://oig.hhs.gov/fraud/enforcement/attorney-general-alan-wilson-announces-camden-woman-charged-with-stealing-thousands-from-vulnerable-adult/
Athira Pharma Inc. Agrees to Pay $4M to Settle False Claims Act Allegations Related to Scientific Research Misconduct,2025-01-06,Athira Pharma Inc. Agrees to Pay $4M to Settle False Claims Act Allegations Related to Scientific Research Misconduct,https://oig.hhs.gov/fraud/enforcement/athira-pharma-inc-agrees-to-pay-4m-to-settle-false-claims-act-allegations-related-to-scientific-research-misconduct/
Bothell Biopharmaceutical Company Pays $4 Million To Resolve Allegations It Relied On Falsified Academic Papers To Obtain Federal Grant,2025-01-06,Bothell Biopharmaceutical Company Pays $4 Million To Resolve Allegations It Relied On Falsified Academic Papers To Obtain Federal Grant,https://oig.hhs.gov/fraud/enforcement/bothell-biopharmaceutical-company-pays-4-million-to-resolve-allegations-it-relied-on-falsified-academic-papers-to-obtain-federal-grant/
"Adriana Strimbu, DPM Agreed to Pay $41,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",2025-01-06,"Adriana Strimbu, DPM Agreed to Pay $41,000 for Allegedly Violating the Civil Monetary Penalties Law by Employing an Excluded Individual",https://oig.hhs.gov/fraud/enforcement/adriana-strimbu-dpm-agreed-to-pay-41000-for-allegedly-violating-the-civil-monetary-penalties-law-by-employing-an-excluded-individual/
Owner of Addiction Treatment Chain That Billed for Recovery Services Not Provided Sentenced to More Than Eight Years in Federal Prison in Health Care Fraud Conspiracy,2025-01-07,Owner of Addiction Treatment Chain That Billed for Recovery Services Not Provided Sentenced to More Than Eight Years in Federal Prison in Health Care Fraud Conspiracy,https://oig.hhs.gov/fraud/enforcement/owner-of-addiction-treatment-chain-that-billed-for-recovery-services-not-provided-sentenced-to-more-than-eight-years-in-federal-prison-in-health-care-fraud-conspiracy/
Connecticut Dentist Pays More than $600K to Settle False Claims Allegations,2025-01-07,Connecticut Dentist Pays More than $600K to Settle False Claims Allegations,https://oig.hhs.gov/fraud/enforcement/connecticut-dentist-pays-more-than-600k-to-settle-false-claims-allegations/
"Marketers and Healthcare Providers in Texas, Virginia and South Carolina Agree to Pay Over $1.1M to Settle Laboratory Kickback Allegations",2025-01-07,"Marketers and Healthcare Providers in Texas, Virginia and South Carolina Agree to Pay Over $1.1M to Settle Laboratory Kickback Allegations",https://oig.hhs.gov/fraud/enforcement/marketers-and-healthcare-providers-in-texas-virginia-and-south-carolina-agree-to-pay-over-11m-to-settle-laboratory-kickback-allegations/
"Wabash General Hospital Agreed to Pay $107,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",2025-01-07,"Wabash General Hospital Agreed to Pay $107,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Provided by an Unlicensed Individual",https://oig.hhs.gov/fraud/enforcement/wabash-general-hospital-agreed-to-pay-107000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-provided-by-an-unlicensed-individual/
Pharmacy Owner Sentenced to Imprisonment for Health Care Fraud,2025-01-07,Pharmacy Owner Sentenced to Imprisonment for Health Care Fraud,https://oig.hhs.gov/fraud/enforcement/pharmacy-owner-sentenced-to-imprisonment-for-health-care-fraud/
"Attorney General James Puts Medical Transportation Industry On Notice, Announces New Actions To Stop Ongoing Fraud",2025-01-08,"Attorney General James Puts Medical Transportation Industry On Notice, Announces New Actions To Stop Ongoing Fraud",https://oig.hhs.gov/fraud/enforcement/attorney-general-james-puts-medical-transportation-industry-on-notice-announces-new-actions-to-stop-ongoing-fraud/
"Felisha Cunningham Sentenced For Medicaid Fraud, Theft",2025-01-08,"Felisha Cunningham Sentenced For Medicaid Fraud, Theft",https://oig.hhs.gov/fraud/enforcement/felisha-cunningham-sentenced-for-medicaid-fraud-theft/
Attorney General Mayes Announces Sentencing In Small Business Administration Fraud,2025-01-08,Attorney General Mayes Announces Sentencing In Small Business Administration Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-general-mayes-announces-sentencing-in-small-business-administration-fraud/
Former Charleston Physician Sentenced to Prison for Federal Opioid Crime,2025-01-08,Former Charleston Physician Sentenced to Prison for Federal Opioid Crime,https://oig.hhs.gov/fraud/enforcement/former-charleston-physician-sentenced-to-prison-for-federal-opioid-crime/
Chesapeake Hospital Indicted For Healthcare Fraud Involving Unnecessary Surgical Procedures,2025-01-08,Chesapeake Hospital Indicted For Healthcare Fraud Involving Unnecessary Surgical Procedures,https://oig.hhs.gov/fraud/enforcement/chesapeake-hospital-indicted-for-healthcare-fraud-involving-unnecessary-surgical-procedures/
California Man Admits Role In $10 Million Health Care Kickback Scheme,2025-01-08,California Man Admits Role In $10 Million Health Care Kickback Scheme,https://oig.hhs.gov/fraud/enforcement/california-man-admits-role-in-10-million-health-care-kickback-scheme/
Former Senior Partner at McKinsey & Company Pleads Guilty,2025-01-10,Former Senior Partner at McKinsey & Company Pleads Guilty,https://oig.hhs.gov/fraud/enforcement/former-senior-partner-at-mckinsey-company-pleads-guilty-1/
Former Senior Partner at McKinsey & Company Pleads Guilty,2025-01-10,Former Senior Partner at McKinsey & Company Pleads Guilty,https://oig.hhs.gov/fraud/enforcement/former-senior-partner-at-mckinsey-company-pleads-guilty/
Attorney General Jeff Jackson Files $5.5 Million Medicaid Fraud Lawsuit,2025-01-13,Attorney General Jeff Jackson Files $5.5 Million Medicaid Fraud Lawsuit,https://oig.hhs.gov/fraud/enforcement/attorney-general-jeff-jackson-files-55-million-medicaid-fraud-lawsuit/
Attorney General’s Office Announces Sentencing of  Las Vegas Couple and Behavioral Health Company for Medicaid Fraud,2025-01-13,Attorney General’s Office Announces Sentencing of  Las Vegas Couple and Behavioral Health Company for Medicaid Fraud,https://oig.hhs.gov/fraud/enforcement/attorney-generals-office-announces-sentencing-of-las-vegas-couple-and-behavioral-health-company-for-medicaid-fraud/
The United States And State Of North Carolina File False Claims Act Complaint Against Durable Medical Equipment Supplier,2025-01-13,The United States And State Of North Carolina File False Claims Act Complaint Against Durable Medical Equipment Supplier,https://oig.hhs.gov/fraud/enforcement/the-united-states-and-state-of-north-carolina-file-false-claims-act-complaint-against-durable-medical-equipment-supplier/
Edinburg Doctor And Son Guilty In Kickback Conspiracy,2025-01-13,Edinburg Doctor And Son Guilty In Kickback Conspiracy,https://oig.hhs.gov/fraud/enforcement/edinburg-doctor-and-son-guilty-in-kickback-conspiracy/
Army Veteran Sentenced to Federal Prison For Over Three-Quarter Million Dollar Benefit Fraud,2025-01-13,Army Veteran Sentenced to Federal Prison For Over Three-Quarter Million Dollar Benefit Fraud,https://oig.hhs.gov/fraud/enforcement/army-veteran-sentenced-to-federal-prison-for-over-three-quarter-million-dollar-benefit-fraud/
AG Nessel Reaches $19.85 Million Multistate Medicaid Fraud Settlement with Behavioral Health Facility,2025-01-14,AG Nessel Reaches $19.85 Million Multistate Medicaid Fraud Settlement with Behavioral Health Facility,https://oig.hhs.gov/fraud/enforcement/ag-nessel-reaches-1985-million-multistate-medicaid-fraud-settlement-with-behavioral-health-facility/
New Jersey Pharmacy Agrees to Resolve False Claims Act Allegations for Billing for Drugs Not Dispensed,2025-01-14,New Jersey Pharmacy Agrees to Resolve False Claims Act Allegations for Billing for Drugs Not Dispensed,https://oig.hhs.gov/fraud/enforcement/new-jersey-pharmacy-agrees-to-resolve-false-claims-act-allegations-for-billing-for-drugs-not-dispensed/
"Pacific Eye Institute Agreed to Pay $599,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed or Not Medically Necessary",2025-01-15,"Pacific Eye Institute Agreed to Pay $599,000 for Allegedly Violating the Civil Monetary Penalties Law by Submitting Claims for Services Not Provided as Claimed or Not Medically Necessary",https://oig.hhs.gov/fraud/enforcement/pacific-eye-institute-agreed-to-pay-599000-for-allegedly-violating-the-civil-monetary-penalties-law-by-submitting-claims-for-services-not-provided-as-claimed-or-not-medically-necessary/
Doctor Sentenced for $70M Medicare Fraud Scheme,2025-01-15,Doctor Sentenced for $70M Medicare Fraud Scheme,https://oig.hhs.gov/fraud/enforcement/doctor-sentenced-for-70m-medicare-fraud-scheme/
Oakton Doctor Pleads Guilty To Running Pill Mill,2025-01-15,Oakton Doctor Pleads Guilty To Running Pill Mill,https://oig.hhs.gov/fraud/enforcement/oakton-doctor-pleads-guilty-to-running-pill-mill/
Texas Hospital CEO Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,2025-01-15,Texas Hospital CEO Sentenced To Federal Prison For Role In Health Care Kickback Conspiracy,https://oig.hhs.gov/fraud/enforcement/texas-hospital-ceo-sentenced-to-federal-prison-for-role-in-health-care-kickback-conspiracy/
Two People Federally Charged With Stealing Millions Of Dollars From The Oglala Sioux Tribe,2025-01-15,Two People Federally Charged With Stealing Millions Of Dollars From The Oglala Sioux Tribe,https://oig.hhs.gov/fraud/enforcement/two-people-federally-charged-with-stealing-millions-of-dollars-from-the-oglala-sioux-tribe/
"CHARGES: Owner of Erie County Shared-Care Homes Neglected Residents, Falsified Paperwork, and Defrauded Medicaid",2025-01-16,"CHARGES: Owner of Erie County Shared-Care Homes Neglected Residents, Falsified Paperwork, and Defrauded Medicaid",https://oig.hhs.gov/fraud/enforcement/charges-owner-of-erie-county-shared-care-homes-neglected-residents-falsified-paperwork-and-defrauded-medicaid/
